date,calib_params,train_mse,train_mape,test_mse,test_mape
2021-06-29,"[7.472721745930239e-07, 5.111137672231484, 41.611441753058315, 8.221131113009221, 0.6806409763135061]",2909.169816583427,0.09216910213391,5848.878517607733,0.13345852820440995
2021-06-30,"[0.0736087189291599, 0.8596888269040189, 116.52336991097494, 6.219893066725329, 0.000775802432241208]",4928.969539952393,0.2667789152192376,3949.908029350823,0.2279397831110466
2021-07-01,"[0.06419622816711619, 1.0310644173525059, 63.84357184905636, 6.435455415109761, 0.025571357025471593]",3735.7979842125874,0.24047377953683782,3935.7677056432967,0.26161661813877346
2021-07-02,"[0.07210406713957565, 5.034672175352247, 118.95212543064841, 7.24322273280148, 0.7703766766717093]",3791.266890535199,0.22650572656495885,3275.122242690853,0.21470916761270395
2021-07-05,"[0.07119036068368369, 1.7250097075539195, 141.36732067048703, 7.53655811212483, 0.2360132825538268]",3200.704454021105,0.22330186773666028,4359.178366355889,0.2197721897113344
2021-07-06,"[0.07295623818768938, 1.2532351069923027, 283.62820223434016, 7.593175052216917, 0.001004290649531853]",4277.92912984713,0.21924344501051662,4332.8366838176435,0.22745125212852726
2021-07-07,"[2.068121874525216e-11, 79.83926979156767, 191.71645523519868, 7.617749693597618, 0.9853192214732358]",4027.488870328407,0.22431116399447726,2959.195125496879,0.2387836802584595
2021-07-08,"[2.1195328713494654e-08, 6.379157942139971, 46.58198180511803, 11.18974940876287, 0.5929259427868107]",1938.8036445318626,0.14383458930958476,5934.302547280699,0.15770778194711618
2021-07-09,"[0.05768979058790155, 1.702388752472083, 55.87439604918255, 9.172020772321892, 0.010400166681323937]",5559.350471172933,0.25818493260825853,4449.013107408121,0.2802846876729185
2021-07-12,"[3.51387631393614e-08, 4.6439302396871245, 39.23946337694813, 8.480247151416506, 0.6131857336266373]",3432.6843612230723,0.13222550727873633,3025.573635178558,0.13756919537528606
2021-07-13,"[0.012971847622059711, 46.24750491240158, 2.000001014245666, 54.10222611124041, 3.273943858215319e-08]",5263.361753388559,0.24300584194594102,5360.957402056934,0.22637353755904388
2021-07-14,"[0.0786873672435388, 1.2884759757716686, 314.385728518976, 7.766507743995328, 9.58406558152828e-10]",2350.2291512929887,0.2117513693651251,3121.4063025477026,0.2458349579023936
2021-07-15,"[0.0654431342807761, 1.7559540738039976, 70.1785658274524, 9.021142417237321, 6.1726941337636e-06]",3066.2627780250114,0.2612754557005387,2057.8230665764495,0.24567082173140475
2021-07-16,"[0.006200472177698644, 4.113615158738104, 32.96526751311383, 9.91179348875335, 0.46783993355200143]",1908.70473187528,0.25569807893046076,1961.025083328843,0.40361681728131066
2021-07-19,"[0.07547699686325811, 1.3442653751242486, 56.86128022638676, 7.997665293611723, 0.0070471116909944795]",1817.1761611458842,0.2319749745348089,4401.577125548658,0.30096507547664436
2021-07-20,"[0.06903700990592906, 0.9857392660700377, 2.0141983808051616, 7.370574864146715, 0.004058361051877575]",3817.7567347386016,0.2631086606786014,8512.216855452876,0.22755982227688243
