timestamp,true_price,estimated_price,moneyness,time_to_maturity
2021.07.06.0,153.0,146.59702,0.3230009,0.0
2021.07.06.0,228.33629,259.85873,0.6922691,1.0
2021.03.017.0,885.0,796.11334,0.036908627,0.0
2021.03.017.0,542.8759,602.7031,-0.05169201,0.0
2021.010.022.0,286.0,333.60703,-0.36560225,28.0
2021.07.06.0,95.0,100.76076,-1.4032633,0.0
2021.02.023.0,23.0,28.055237,1.5323528,0.0
2021.04.09.0,34.736664,35.420563,2.020814,1.0
2021.08.017.0,6.0,7.2789154,-2.2843134,0.0
2021.04.09.0,225.0,230.3537,0.6493504,0.0
2021.011.012.0,176.35399,196.18637,1.3356556,50.0
2021.07.06.0,2.5,7.229492,-2.2871444,0.0
2021.07.027.0,122.0,105.33754,0.7268964,0.0
2021.09.07.0,13.5,18.834076,-1.7734766,8.0
2021.011.012.0,2.800003,6.019943,-2.3246486,0.0
2021.02.023.0,208.0,231.37958,0.3207115,0.0
2021.07.06.0,132.5021,154.911,1.4663297,21.0
2021.09.030.0,123.0,79.59101,0.6658292,0.0
2021.09.07.0,187.0,241.18729,-0.90688586,0.0
2021.012.024.0,132.0,152.4368,-0.41146994,3006.0
2021.012.03.0,512.85614,513.35205,0.30764532,12.0
2021.07.027.0,711.41064,749.6764,-0.090667486,0.0
2021.011.012.0,0.1000061,3.23143,-3.3150108,3.0
2021.010.022.0,47.5,76.305534,-1.1560805,5550.0
2021.09.030.0,76.03782,69.06948,1.5872189,5.0
2021.09.030.0,107.26396,70.863884,1.1642498,1.0
2021.03.017.0,68.0,94.86441,-1.227745,0.0
2021.011.012.0,107.64876,97.764145,1.2040415,6.0
2021.08.017.0,39.0,44.50952,-1.7143466,0.0
2021.06.015.0,62.564575,75.028465,1.6958615,0.0
2021.04.09.0,28.26596,29.39772,2.257932,0.0
2021.09.030.0,177.0,176.20227,0.92745113,0.0
2021.08.017.0,57.0,135.42598,-0.8131163,1394.0
2021.012.024.0,303.0,316.63086,-0.18768227,14.0
2021.05.024.0,1109.0636,831.5454,-0.0033431053,0.0
2021.011.012.0,656.99994,616.14746,0.06291127,0.0
2021.07.027.0,208.0,220.8882,0.35148156,0.0
2021.02.023.0,653.0,631.94073,0.10160673,0.0
2021.02.023.0,412.0,438.46674,-0.5969832,0.0
2021.07.06.0,26.323517,20.154495,1.548264,1796.0
2021.07.06.0,19.0,13.7140045,-1.902668,0.0
2021.02.023.0,77.0,82.08667,-1.328165,1.0
2021.04.09.0,19.81285,23.198334,2.5008042,0.0
2021.07.027.0,75.0,95.04949,-1.3507216,0.0
2021.012.03.0,81.0,80.66333,0.6512649,0.0
2021.03.017.0,280.98453,218.7176,0.55337703,10.0
2021.01.022.0,35.017014,32.993073,1.9356155,95.0
2021.05.03.0,119.03964,67.48248,1.2280489,561.0
2021.09.07.0,5.7009125,8.29747,2.2120867,1120.0
2021.07.06.0,1.5,6.8483734,-2.3555615,0.0
2021.011.012.0,3.5,7.0155334,-2.2463882,0.0
2021.07.027.0,771.1918,704.1012,0.10127926,0.0
2021.01.022.0,41.717865,40.426178,1.772166,5.0
2021.05.024.0,602.4581,590.7725,0.26587892,0.0
2021.07.06.0,274.0,263.11966,-0.75264525,4.0
2021.011.012.0,3.0,6.0348053,1.4480922,0.0
2021.05.03.0,88.0,120.176605,-1.1831472,0.0
2021.09.030.0,109.35268,93.86996,1.3322778,0.0
2021.03.017.0,3.399994,6.833267,-2.2061574,0.0
2021.06.015.0,91.0,90.44411,-1.401118,1.0
2021.07.06.0,134.44218,151.26143,0.8666436,50.0
2021.012.03.0,96.28492,101.23448,1.5260451,1.0
2021.07.06.0,61.190346,65.44866,1.6741245,0.0
2021.06.015.0,438.0,436.1021,-0.29876065,12.0
2021.07.027.0,95.33226,80.35964,1.2536514,20.0
2021.02.023.0,163.0,175.9593,-1.1626008,0.0
2021.07.06.0,9.199997,8.10527,-2.1715984,0.0
2021.09.07.0,72.0,95.36877,-0.9949713,79.0
2021.07.06.0,343.0,339.4566,-0.7294476,0.0
2021.07.027.0,152.0,200.77261,-0.3923304,1684.0
2021.08.017.0,27.5,63.25921,-1.2183373,1826.0
2021.02.023.0,51.0,57.610428,-1.2293642,1097.0
2021.09.07.0,3.5,8.341309,-2.1971653,3.0
2021.011.012.0,343.7107,358.71667,0.8561757,0.0
2021.012.03.0,38.0,24.914932,-1.6345692,2.0
2021.07.06.0,14.5,17.703247,-1.4429257,638.0
2021.08.017.0,16.5,29.454071,-1.7304718,5.0
2021.05.024.0,11.0,5.522461,-1.8036995,401.0
